tcp_id,date,OK,ERROR,author,title
A38504,1694,0,2,Epictetus.,"Epictetus his Morals, with Simplicius his comment made English from the Greek, by George Stanhope ..."
A25259,1692,0,2,"Ames, Richard, d. 1693.",The double descent a poem.
A90120,1661,0,2,"Ogilby, John, 1600-1676.","The relation of His Majestie's entertainment passing through the city of London, to his coronation: with a description of the triumphal arches, and solemnity; by John Ogilby."
A51621,1650,0,2,"Murford, Nicholas, fl. 1638-1652.","Fragmenta poetica, or, Miscelanies of poetical musings, moral and divine by Nich. Murford."
A36109,1642,0,2,,"A Discourse presented to those who seeke the reformation of the Church of England wherein is shewed that the new church discipline is daungerous both to religion, and also to the whole state : together with the opinions of certaine reverend and learned divines, concerning the fundamentall poynts of the true Protestant religion : with a short exposition upon some of Davids Psalmes, pertinent to these times of sedition."
A55414,1681,0,2,Poor Robin.,"Poor Robins dream, or, The Visions of hell with a dialogue between the two ghosts of Dr. T. and Capt. B."
A54093,1699,0,2,"Pinkethman, William, d. 1725.","Love without interest, or, The man too hard for the master a comedy : as it was acted at the Theatre Royal by His Majesty's servants."
A04711,1570,0,2,"Plautus, Titus Maccius. Amphitruo.",An enterlude for children to play named Iack Iugler bothe wittie and very plesant. Newly imprinted. The names of the players. Maister Boungrace Dame Coy Iack Iugler Ienkin Careaway Alice trip and go. A gallant a gentlewoman The vice A lackey A maid.
A13314,1597,0,2,I. T.,"The hauen of pleasure containing a freemans felicitie, and a true direction how to liue well : profitable and del[i]ghtfull to all, hurtfull and displeasing to none, except it bee to such pecuish dames as do either foolishlie reiect, or carelesly neglect the dutie of chast matron[e]s / gathered out of the best approued authors."
A05290,1613,0,2,"Leighton, William, Sir, fl. 1603-1614.","The teares or lamentations of a sorrowfull soule. Set foorth by Sir William Leighton Knight, one of his Maiesties honorable band of pentioners"
A68202,1587,0,2,"Holinshed, Raphael, d. 1580?","The first and second volumes of Chronicles. [vol. 3 (i.e. The Third Volume of Chronicles)] comprising 1 The description and historie of England, 2 The description and historie of Ireland, 3 The description and historie of Scotland: first collected and published by Raphaell Holinshed, William Harrison, and others: now newlie augmented and continued (with manifold matters of singular note and worthie memorie) to the yeare 1586. by Iohn Hooker aliàs Vowell Gent and others. With conuenient tables at the end of these volumes."
A56526,1695,0,2,"Partridge, W. (William), b. 1662 or 3.",A consolatory poem address'd to His Most Sacred Majesty by W. Partridge ...
A89986,1680,0,2,,"The new medley:, or, A song composed of the rairest tunes."
A68037,1607,0,2,"Estienne, Henri, 1531-1598.","A world of vvonders: or An introduction to a treatise touching the conformitie of ancient and moderne wonders or a preparatiue treatise to the Apologie for Herodotus. The argument whereof is taken from the Apologie for Herodotus written in Latine by Henrie Stephen, and continued here by the author himselfe. Translated out of the best corrected French copie."
A51503,1695,0,2,"Motteux, Peter Anthony, 1660-1718.","Maria a poem occasioned by the death of Her Majesty, addrest to three persons of honour / by Mr. Mottevx."
A54716,1667,0,2,"Philips, Katherine, 1631-1664.","Poems by the most deservedly admired Mrs. Katherine Philips, the matchless Orinda ; to which is added Monsieur Corneille's Pompey & Horace, tragedies ; with several other translations out of French."
A62938,1647,0,2,"G. T. (George Tooke), 1595-1675.","The Belides or Eulogie and elegie, of that truly honourable John Lord Harrington Baron of Exton, who was elevated hence the 27th of Febr. 1613. vvanting then tvvo moneths of 22. yeares old. By G.T."
A20782,1596,0,2,"Dowriche, Hugh, b. 1552 or 3.","The iaylors conuersion Wherein is liuely represented, the true image of a soule rightlye touched, and conuerted by the spirit of God. The waightie circumstances of which supernaturall worke, for the sweete amplifications, and fit applications to the present time, are now set downe for the comfort of the strong, and confirmation of the weake. By Hugh Dowriche Batch. of Diuinitie."
A92784,1693,0,2,,"A Search after knavery, or, A visitation of the bakers. Who have we here, the jolly oven-rakers? ..."
A61829,1695,0,2,"Strode, S.",A poem on the death of Her Most Sacred Majesty Queen Mary by S. Strode.
A16682,1615,0,2,"Brathwaite, Richard, 1588?-1673.","A strappado for the Diuell Epigrams and satyres alluding to the time, with diuers measures of no lesse delight. By Misosukos, to his friend Philokrates."
A30403,1697,0,2,"Ball, Thomas.","Two books of elegies in imitation of the first books of Ovid de Tristibus, with part of the third to which is added verses upon several occasions with some translations out of the Latin and Greek poets / by Thomas Ball."
A96935,1646,0,2,,"The world is turned upside down. To the tune of, When the King enjoys his own again."
A52858,1681,0,2,"Nowell, N.","Romes follies, or, The amorous fryars a comedy, as it was lately acted at a person of qualitie's house."
A33144,1695,0,2,"Cibber, Colley, 1671-1757.",A poem on the death of our late soveraign lady Queen Mary by C. Cibber.
A15656,1615,0,2,"Wither, George, 1588-1667.","The shepherds hunting being, certaine eglogs written during the time of the authors imprisonment in the Marshalsey. By George VVither, gentleman."
A44628,1671,0,2,"Howard, Edward, fl. 1669.","The six days adventure, or, The new Utopia a comedy as it is acted at his Royal Highness the Duke of York's theatre."
A43503,1664–1665,0,2,"Heydon, John, b. 1629.","The wise-mans crown, or, The glory of the rosie-cross shewing the wonderful power of nature, with the full discovery of the true cœlum terræ, or first matter of metals, and their preparations into incredible medicines or elixirs that cure all diseases in young or old : with the regio lucis, and holy houshold of rosie crucian philosophers / communicated to the world by John Heydon, Gent. ..."
A47531,1693,0,2,"Knatchbull, Norton, Sir, 1602-1685.",Annotations upon some difficult texts in all the books of the New Testament by Sr. Norton Knatchbull ...
A04653,1601,0,2,"Jonson, Ben, 1573?-1637.",The fountaine of selfe-loue. Or Cynthias reuels As it hath beene sundry times priuately acted in the Black-Friers by the Children of her Maiesties Chappell. Written by Ben: Iohnson.
A75349,1694,0,2,"Glover, Elizabeth, fl. 1694.","The angels oath, time is no longer The kingdoms of this world, are become the kingdoms of our Lord, and of his Christ, and he shall reign for ever and ever, Revel.10.6. and 11,15. A prophecy from Mr. Mason's people at Water-Stratford."
A29976,1694,0,2,"Buckingham, George Villiers, Duke of, 1628-1687.","Chorus poetarum, or, Poems on several occasions by the Duke of Buckingham, the late Lord Rochester, Sir John Denham, Sir Geo. Etheridge, Andrew Marvel, Esq., the famous Spencer, Madam Behn, and several other eminent poets of this age."
A07063,1602,0,2,"Marston, John, 1575?-1634.","The history of Antonio and Mellida. The first part. As it hath beene sundry times acted, by the children of Paules. Written by I.M."
A00580,1623,0,2,"Favyn, André.","The theater of honour and knight-hood. Or A compendious chronicle and historie of the whole Christian vvorld Containing the originall of all monarchies, kingdomes, and estates, with their emperours, kings, princes, and gouernours; their beginnings, continuance, and successions, to this present time. The first institution of armes, emblazons, kings, heralds, and pursuiuants of armes: with all the ancient and moderne military orders of knight-hood in euery kingdome. Of duelloes or single combates ... Likewise of ioustes, tourneyes, and tournaments, and orders belonging to them. Lastly of funerall pompe, for emperours, kings, princes, and meaner persons, with all the rites and ceremonies fitting for them. VVritten in French, by Andrew Fauine, Parisian: and aduocate in the High Court of Parliament. M.DC.XX."
A55271,1696,0,2,,A Poem upon occasion of the happy discovery of the late horrid plot against the life of His Most Sacred Majesty
A55276,1697,0,2,"Buckingham, George Villiers, Duke of, 1628-1687.","Poems on affairs of state from the time of Oliver Cromwell, to the abdication of K. James the Second. Written by the greatest wits of the age. Viz. Duke of Buckingham, Earl of Rochester, Lord Bu-------st, Sir John Denham, Andrew Marvell, Esq; Mr. Milton, Mr. Dryden, Mr. Sprat, Mr. Waller. Mr. Ayloffe, &c. With some miscellany poems by the same: most whereof never before printed. Now carefully examined with the originals, and published without any castration."
B01366,1670–1679,0,2,,"Amintas and Claudia: or, The merry shepherdess, Shewing whatever he from vertue did not draw, she circumvented with a ha, ha, ha, to the tune, called, Calm was the evening, and clear was the skie."
A45959,1661,0,2,"Bocalini, jun.","Iö Carole, or, An extract of a letter sent from Parnassus wherein are contained severall epigrames, odes, &c upon His Majesty's coronation."
A93557,1686,0,2,,Song at St. Martin's Feast on the birth-day of His Majesty King James II. October 14. 1686.
A16927,1640,0,2,"Brome, Richard, d. 1652?","The sparagus garden a comedie. Acted in the yeare 1635. by the then Company of Revels, at Salisbury Court. The author Richard Brome."
A36029,1694,0,2,"Dingley, William, 1672 or 3-1735.",Poems on several occasions originals and translations.
A33819,1678,0,2,"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.","A Collection of letters and poems microform / written by several persons of honour and learning, upon divers important subjects, to the late Duke and Dutchess of Newcastle."
B03925,1658–1664,0,2,,The jolly pinder of Wakefield
A63369,1685,0,2,"Taubman, Matthew, d. 1690?",Loyal poems and satyrs upon the times since the beginning of the Salamanca plot written by several hands ; collected by M.T.
A35786,1671,0,2,"Villedieu, Madame de, d. 1683.","Loves journal a romance, made of the court of Henry the II of France : printed with license at Paris, 1670 / and now made English."
A35788,1673,0,2,"Villedieu, Madame de, d. 1683.",The loves of sundry philosophers and other great men translated out of French.
A02399,1547,0,2,"Baldwin, William, ca. 1518-1563?",A treatise of morall phylosophie contaynyng the sayinges of the wyse. Gathered and Englyshed by Wyl[lia]m Baldwyn.
A12110,1570,0,2,"Copland, Robert, fl. 1508-1547, attributed name.",The shepardes kalender Here beginneth the kalender of shepardes newly augmented and corrected.
A15647,1623,0,2,"Wither, George, 1588-1667.","The hymnes and songs of the Church diuided into two parts. The first part comprehends the canonicall hymnes, and such parcels of Holy Scripture as may properly be sung, with some other ancient songs and creeds. The second part consists of spirituall songs, appropriated to the seuerall times and occasions obserueable in the Church of England. Translated and composed, by G.W."
A52243,1647,0,2,Well willer to physick and chirurgerie and deplorer of the now too common neglect of them.,"Newes out of the west, or, The character of a mountebank being a discourse betweene Hodge Leather-Pelch, and Tym Hob-Nayle, Sir Harry-Hart-Hole their land-lord, and his friend Sir Clement Councell : also of their travels from Taunton to London, their arrivall at their physitians pallace, the description of it, his sick and brain-sick followers, person and family, with a full relation of the medicines hee commonly administers, their operation and danger represented by them : also a relation of their abuses now suffered and fomented by authority, with a remedy set down, to the encouragement of physitians, illustration of the honour'd art and generall good of the Re-publicque / by a well willer to physick and chirurgerie and deplorer of the now too common neglect of them."
A77651,1697,0,2,"Browne, Joseph, fl. 1700-1721.","A panegyrick upon His Majesties glorious return from the wars, after the conclusion of a general peace. By Joseph Brown, Dr. of physick and the civil laws"
A15873,1639,0,2,"Zouch, Richard, 1590-1661.",The sophister· A comedy.
A26247,1664,0,2,"Austin, William, fl. 1662.","Atlas under Olympus an heroick poém / by William Austin of Grays-Inn, Esq."
A03240,1634,0,2,"Heywood, Thomas, d. 1641.","A pleasant comedy, called A mayden-head well lost As it hath beene publickly acted at the Cocke-pit in Drury-lane, with much applause: by her Maiesties Seruants. Written by Thomas Heyvvood."
A03571,1590,0,2,,"A merry iest of Robin Hood and of his life, vvith a newe play for to be plaied in May-games. Very pleasant and full of pastime."
A59343,1697,0,2,"Purcell, Daniel, 1660?-1717.",The single songs in the new opera call'd The world in the moon sett by Mr. Daniel Purcell and Mr. Clark.
A03742,1557,0,2,"Surrey, Henry Howard, Earl of, 1517?-1547.","Songes and sonettes, written by the right honorable Lorde Henry Haward late Earle of Surrey, and other"
A61487,1645,0,2,"Stevenson, Matthew, fl. 1654-1685.","Occasions off-spring, or, Poems upon severall occasions by Mathew Stevenson."
A20083,1600,0,2,"Dekker, Thomas, ca. 1572-1632.","The shomakers holiday. Or The gentle craft VVith the humorous life of Simon Eyre, shoomaker, and Lord Maior of London. As it was acted before the Queenes most excellent Maiestie on New-yeares day at night last, by the right honourable the Earle of Notingham, Lord high Admirall of England, his seruants."
A40869,1655,0,2,"Fancy, P.","This is call'd, Maids looke well about you, or, The cunning yung-man fitted to the tune of Weet [?] and weary."
A55425,1684,0,2,"Pope, Walter, d. 1714.",The old mans vvish
A14502,1624,0,2,"Penkethman, John.","The epigrams of P. Virgilius Maro, and others With the praises of him and his workes. Also his epitaphs composed by diuers illustrious persons. And lastly, the arguments of his workes. Englished by I.P. louer of learning."
A15676,1609,0,2,,Euerie vvoman in her humor
A53302,1684,0,2,"Oldham, John, 1653-1683.",Some new pieces never before publish'd by the author of the Satyrs upon the Jesuites.
A11912,1566,0,2,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","The seuenth tragedie of Seneca, entituled Medea: translated out of Latin into English, by Iohn Studley, student in Trinitie Colledge in Cambridge"
A11917,1566,0,2,"T. N. (Thomas Nuce), d. 1617.","The ninth tragedie of Lucius Anneus Seneca called Octauia. Translated out of Latine into English, by T.N. student in Cambridge"
A34947,1700,0,2,"Craufurd, David, 1665-1726.","Courtship a-la-mode a comedy, as it is acted at the Theatre Royal in Drury Lane by His Majesty's servants / written by Mr. David Craufurd."
A16161,1635,0,2,"Birckbek, Simon, 1584-1656.","The Protestants evidence taken out of good records; shewing that for fifteene hundred yeares next after Christ, divers worthy guides of Gods Church, have in sundry weightie poynts of religion, taught as the Church of England now doth: distributed into severall centuries, and opened, by Simon Birckbek ..."
A26722,1645,0,2,"Barton, William, 1598?-1678.",The choice and flower of the old Psalms collected by Iohn Hopkins and others and now revised and amended by William Barton ...
A59977,1659,0,2,"Shirley, James, 1596-1666.","Cupid and death a private entertainment, represented with scenes & musick, vocall & instrumentall. Writen by J.S."
A36961,1684,0,2,"D'Urfey, Thomas, 1653-1723.","Choice new songs, never before printed set to several new tunes by the best masters of music / written by Tho. D'Urfey."
A03258,1634,0,2,"Heywood, Thomas, d. 1641.","The late Lancashire vvitches A well received comedy, lately acted at the Globe on the Banke-side, by the Kings Majesties Actors. Written, by Thom. Heyvvood, and Richard Broome."
A59357,1660,0,2,"Sadler, Anthony, b. 1610.","The subjects joy for the Kings restoration, cheerfully made known in a sacred masque gratefully made publique for His Sacred Majesty / by the author of Inqvisitio Anglicana."
A62964,1687,0,2,"Tate, Nahum, 1652-1715.",The island-princess as it is acted at the theatre royal / reviv'd with alterations by N. Tate ...
A19319,1536,0,2,"Copland, Robert, fl. 1508-1547.","The hye way to the spyttell hous Copland and the porter. Who so hath lust, or wyll leaue his thryft ..."
A14497,1628,0,2,Virgil.,Virgils Eclogues translated into English: by W.L. Gent
A31538,1652,0,2,"Cervantes Saavedra, Miguel de, 1547-1616.","The history of the valorous and vvitty-knight-errant, Don-Quixote, of the Mancha tr. out of the Spanish."
A10246,1629,0,2,"Quarles, Francis, 1592-1644.",Argalus and Parthenia The argument of ye history. Written by Fra: Quarles.
A35896,1681,0,2,,"A Dialogue between the E. of Sh-- and L. Bell-- in the Tower, concerning the plot"
A35328,1674,0,2,"C., Mr.",Bristol drollery poems and songs / by Mr. C.
A39799,1682,0,2,"Fletcher, John, 1579-1625.","The chances a comedy, as it was acted at the Theater Royal / corrected and altered by a person of honour."
A27293,1679,0,2,"Behn, Aphra, 1640-1689.","The feign'd curtizans, or, A nights intrigue a comedy : as it is acted at the Dukes Theatre / written by Mrs. A. Behn."
A09220,1584,0,2,"Peele, George, 1556-1596.","The araygnement of Paris a pastorall. Presented before the Queenes Maiestie, by the Children of her chappell."
A19170,1614,0,2,"Colonne, Guido delle, 13th cent. Historia destructionis Troiae.","The life and death of Hector One, and the first of the most puissant, valiant, and renowned monarches of the world, called the nyne worthies. Shewing his jnvincible force, together with the marvailous, and most famous acts by him atchieved and done in the great, long, and terrible siege, which the princes of Greece held about the towne of Troy, for the space of tenne yeares. And finally his vnfortunate death after hee had fought a hundred mayne battailes in open field against the Grecians: the which heerein are all at large described. Wherein there were slaine on both sides fourteene hundred, and sixe thowsand, fourscore, and sixe men. VVritten by Iohn Lidgate monke of Berry, and by him dedicated to the high and mighty prince Henrie the fift, King of England."
A57564,1689,0,2,"T. R. (Thomas Rogers), 1660-1694.","Lvx occidentalis, or, Providence display'd in the coronation of King William and Queen Mary, and their happy accession to the crown of England with other remarks / by T.R. ..."
B04338,1666,0,2,,"A memorial on the death of that faithful servant of Jesus Christ, Nathanael Strange, who for his loyalty to his lord the King, ran through many jeopardies and dangers; chearfully and constantly witnessing to his princely authority over all nations; and in full confidence of Christs coming, and his glorious reign on earth, rested from all his labours, Rev. 14. 13. the fourth day for the eighth month, 1665."
A67474,1697,0,2,"Walwyn, Herbert.","Wigornia, (Worcester.) A poem. By Herbert Walwyn"
A36681,1668,0,2,"Dryden, John, 1631-1700.","Secret-love, or, The maiden-queen as it is acted by His Majesties servants, at the Theater-Royal / written by John Dryden."
A29582,1670,0,2,C. B.,"Vannus divinus or, A fanne to separate the chaff from the wheat and distinguish pure, and true, from impure and false religions very usefull to inform the ignorant, settle the wavering, reduce the straying, and confirm the sincerely orthodox professors / by C.B., M.A."
B21042,1669,0,2,"D'Avenant, William, Sir, 1606-1668.",The man's the master a comedy / written by Sir William D'Avenant ...
A67506,1700,0,2,"Ward, Edward, 1667-1731.","A journey to Hell, or, A visit paid to the Devil a poem."
A62974,1695,0,2,"Tate, Nahum, 1652-1715.","Mausolæum, a funeral poem on our late gracious sovereign Queen Mary of blessed memory by N. Tate ..."
A03862,1583,0,2,"Hunnis, William, d. 1597.","Seuen sobs of a sorrowfull soule for sinne comprehending those seuen Psalmes of the princelie prophet David, commonlie called Pœnitential / framed into a forme of familiar praiers, and reduced into meeter by William Hunnis ... ; wherevnto are also annexed his Handfull of honisuckles, The poore widowes mite, a dialog betweene Christ and a sinner, diuers godlie and pithie ditties, with a Christian confession of and to the Trinitie."
A20770,1635,0,2,"Downe, John, 1570?-1631.","A treatise of the true nature and definition of justifying faith together with a defence of the same, against the answere of N. Baxter. By Iohn Downe B. in Divinity, and sometime fellow of Emanuel C. in Cambridge."
A40394,1655,0,2,"Franke, Walter, 17th cent.","The epitome of divinity, poetically compos'd by way of dialogue, for the more easie, and pleasant learning and retaining of it in memory, or, A summary abstract of divine knowledge ... by Walter Franke ..."
A46623,1698,0,2,"James, Haestrect.","A poem upon the conclusion of the peace of Europe, and His Majesty's happy return by Haestrect James ..."
A34338,1689,0,2,"Carlile, James, d. 1691.","The fortune-hunters, or, Two fools well met a comedy : as it is acted by His Majesty's servants / written by James Carlile, Gent."
A09232,1595,0,2,"Peele, George, 1556-1596.","The old wiues tale A pleasant conceited comedie, played by the Queenes Maiesties players. Written by G.P."
A67349,1690,0,2,"Waller, Edmund, 1606-1687.","The second part of Mr. Waller's poems Containing, his alteration of The maids tragedy, and whatever of his is yet unprinted: together with some other poems, speeches, &c. that were printed severally, and never put into the first collection of his poems."
A67344,1645,0,2,"Waller, Edmund, 1606-1687.",Poems &c. written by Mr. Ed. Waller ... ; and printed by a copy of his own hand-writing ; all the lyrick poems in this booke were set by Mr. Henry Lawes ...
A37011,1693,0,2,"D'Urfey, Thomas, 1653-1723.","The Richmond heiress, or, A woman once in the right a comedy acted at the Theatre Roayl [sic] by Their Majesties servants / written by Tho. D'Urfey."
A37013,1682,0,2,"D'Urfey, Thomas, 1653-1723.","The royalist a comedy : as it is acted at the Duke's Theatre / by Thomas Durfey, Gent."
A12672,1567,0,2,"Baptista, Mantuanus, 1448-1516.","The eglogs of the poet B. Mantuan Carmelitan, turned into English verse, & set forth with the argument to euery egloge by George Turbervile Gent. Anno. 1567"
A63335,1682,0,2,"Taubman, Matthew, d. 1690?",An heroick poem to his Royal Highness the Duke of York on his return from Scotland with some choice songs and medleyes on the times / by Mat. Taubman ...
A92908,1660,0,2,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",Troades Englished. By S.P.
A56226,1697,0,2,"Purcell, Daniel, 1660?-1717.","The single songs in the new opera, call'd The world in the moon. Sett by Mr. Daniel Purcell, and Mr. Clark"
A10730,1594,0,2,,"The true tragedie of Richard the third wherein is showne the death of Edward the fourth, with the smothering of the two yoong princes in the Tower: with a lamentable ende of Shores wife, an example for all wicked women. And lastly, the coniunction and ioyning of the two noble houses, Lancaster and Yorke. As it was playd by the Queenes Maiesties Players."
A36697,1685,0,2,"Dryden, John, 1631-1700.","Sylvæ, or, The second part of Poetical miscellanies"
A36989,1677,0,2,"D'Urfey, Thomas, 1653-1723.","Madam Fickle, or, The witty false one a comedy as it is acted at His Royal Highness the Duke's theatre / written by Tho. Durfey, Gent."
A60946,1700,0,2,"South, Robert, 1634-1716.","Musica incantans, or, The power of music written originally in Latin by Dr. South, translated ; with a preface concerning the natural effects of musick upon the mind."
A17961,1640,0,2,"Carew, Thomas, 1595?-1639?","Poems By Thomas Carevv Esquire. One of the gentlemen of the Privie-Chamber, and Sewer in Ordinary to His Majesty."
B06563,1700,0,2,"Wade, John, fl. 1660-1680.","A song in praise of the leather bottel ... To the tune of, The bottle-maker's delight, &c."
A20692,1600,0,2,"Dowland, John, 1563?-1626.","The second booke of songs or ayres, of 2. 4. and 5. parts vvith tableture for the lute or orpherian, with the violl de gamba. Composed by Iohn Dovvland Batcheler of Musick, and lutenist to the King of Denmark: also an excelent lesson for the lute and base viol, called Dowlands adew. Published by George Eastland, and are to be sould at his house neere the greene Dragon and Sword, in Fleetstreete."
A62942,1660,0,2,"G. T. (George Tooke), 1595-1675.","The eagle-trussers elegie a tract bewailing the losse of that incomparable generalissimo Gustavus Adolphus, the great King of Sweden, who after manifold and glorious victories left his life also triumphantly and laureated at the famous Battle of Lutzen, the sixth of November, anno 1632. By G.T. Esq;"
A50685,1698,0,2,"Menton, L.","Pecuniæ obediunt omnia Money masters all things, or, Satyrical poems, shewing the power and influence of money over all men, of what profession or trade soever they be : to which are added, A Lenten litany, by Mr. C____d, A satyr on Mr. Dryden, and several other modern translators : also A satyr on women in general : together with Mr. Oldham's Character of a certain ugly old p----"
A41743,1655,0,2,,"Graces, to be said at the table before and after meat Very necessary for young people and children, with morning and evening prayer."
A16636,1598,0,2,"Brandon, Samuel, fl. 1598.",The tragicomoedi of the vertuous Octauia. Done by Samuel Brandon. 1598
A68918,1581,0,2,"Woodes, Nathaniel, fl. 1580.","An excellent new commedie intitutled, The conflict of conscience contayninge a most lamentable example of the dolefull desperation of a miserable worldlinge, termed by the name of Philologus, who forsooke the trueth of Gods gospel for feare of the losse of lyfe & worldly goods / compiled by Nathaniell Woodes, minister in Norwich ..."
A34585,1664,0,2,"Corneille, Pierre, 1606-1684.",Pompey the Great a tragedy as it was acted by the servants of His Royal Highness the Duke of York / translated out of French by certain persons of honour.
A58861,1664,0,2,"Scudamore, James, 1624-1668.",Homer A la Mode a mock poem upon the first and second books of Homer's Iliads.
A15046,1576,0,2,"Whetstone, George, 1544?-1587?","The rocke of regard diuided into foure parts. The first, the castle of delight: wherin is reported, the wretched end of wanton and dissolute liuing. The second, the garden of vnthriftinesse: wherein are many swéete flowers, (or rather fancies) of honest loue. The thirde, the arbour of vertue: wherein slaunder is highly punished, and vertuous ladies nad gentlewomen, worthily commended. The fourth, the ortchard of repentance: wherein are discoursed, the miseries that followe dicing, the mischiefes of quareling, the fall of prodigalitie: and the souden ouerthrowe of foure notable cousners, with diuers other morall, natural, & tragical discourses: documents and admonitions: being all the inuention, collection and translation of George Whetstons Gent."
A47363,1686,0,2,"Killigrew, Anne, 1660-1685.",Poems by Mrs. Anne Killigrew.
A60115,1676,0,2,"Shotterel, Robert.","Archerie reviv'd, or, The bow-man's excellence an heroick poem : being a description of the use and noble vertues of the long-bow in our last age, so famous for the many great and admired victories won by the English, and other warlike nations over most part of the world : exhorting all brave spirits to the banishment of vice, by the use of so noble and healthful an exercise / written by Robert Shotterel and Thomas Durfey ..."
A51658,1676,0,2,,"Musick, or, A parley of instruments the first part."
A70773,1684,0,2,S. P.,"A new song, or, The old womans wish to the tune of The Old mans wish."
A65052,1697,0,2,"Vanbrugh, John, Sir, 1664-1726.",Aesop a comedy as it is acted at the Theatre-Royal in Drury-Lane.
A20689,1597,0,2,"Dowland, John, 1563?-1626.","The first booke of songes or ayres of fowre partes with tableture for the lute so made that all the partes together, or either of them seuerally may be song to the lute, orpherian or viol de gambo. Composed by Iohn Dowland lutenist and Batcheler of musicke in both the vniversities. Also an inuention by the sayd author for two to playe vpon one lute."
A62881,1699,0,2,"Tate, Nahum, 1652-1715.","Elegies on I. Her Late Majesty of blessed memory, II. Late Arch-Bishop of Canterbury, III. Illustrious Duke of Ormond and Earl of Ossory, IV. Countess of Dorset, V. Consolatory poem, &c. together with A poem on the promotion of several eminent persons, &c. / by N. Tate ..."
A58121,1677,0,2,"Ravenscroft, Edward, 1654?-1707.","The wrangling lovers, or, The invisible mistress a comedy."
A76407,1648,0,2,"Benson, John, gent.","England in its condition, briefly and most lively characterized, by way of essay VVhereunto are annexed some acrosticke verses, vpon the names of severall members of the honourable House of Commons, and others, (viz.) Sir Tho. Fairfax. ...Iohn Wastell, Esquire. By Iohn Benson, Gent."
A27965,1698,0,2,"Milbourne, Luke, 1649-1720.","The Psalms of David in English metre translated from the original and suited to all the tunes now sung in churches, with the additions of several new by Luke Milbourne."
A01911,1606,0,2,"Chapman, George, 1559?-1634.",Sir Gyles Goosecappe Knight A comedie presented by the Chil: of the Chappell.
A68619,1589,0,2,"Puttenham, George, d. 1590.","The arte of English poesie Contriued into three bookes: the first of poets and poesie, the second of proportion, the third of ornament."
A29793,1691,0,2,"Brown, Thomas, 1663-1704.","The weesils a satyrical fable, giving an account of some argumental passages happening in the Lion's Court about Weesilion's taking the oaths."
A56843,1649,0,2,"Quarles, Francis, 1592-1644.",The virgin widow a comedie : vvritten by Fra. Quarles.
A38811,1670,0,2,"Evelyn, John, 1620-1706.","Sylva, or, A discourse of forest-trees, and the propagation of timber in His Majesties dominions as it was deliver'd in the Royal Society the XVth of October, MDCLXII upon occasion of certain quæries propounded to that illustrious assembly, by the Honourable the Principal Officers, and Commissioners of the Navy : to which is annexed Pomona, or, An appendix concerning fruit-trees in relation to cider, the making, and severall wayes of ordering it published by expresse order of the Royal Society : also Kalendarivm hortense, or, the Gard'ners almanac, directing what he is to do monthly throughout the year / by John Evelyn ..."
A44446,1700,0,2,"Hopkins, John, fl. 1700.","Amasia, or, The works of the muses a collection of poems : in three volumes / by John Hopkins."
A03670,1567,0,2,Horace.,"Horace his arte of poetrie, pistles, and satyrs Englished and to the Earle of Ormounte by Tho. Drant addressed."
B06431,1680,0,2,,"The Valiant commander, with his resolute lady. Shewing, a brief discourse of a commander bold ... To a new northern tune, called, I would give ten thousand pounds she were in Shrewsbury. Or, Ned Smith."
A31614,1678,0,2,"Chamberlayne, William, 1619-1689.","Wits led by the nose, or, A poets revenge a tragi-comedy, as it is acted at the Theatre Royal."
A10041,1570,0,2,"Preston, Thomas, 1537-1598.","A lamentable tragedy mixed ful of pleasant mirth, conteyning the life of Cambises king of Percia from the beginning of his kingdome vnto his death, his one good deed of execution, after that many wicked deeds and tirannous murders, committed by and through him, and last of all, his odious death by Gods iustice appointed. Doon in such order as foloweth. By Thomas Preston. The diuision of the partes. ..."
A19750,1640,0,2,"J. D., Gent.","The knave in graine, new vampt A witty comedy, acted at at the Fortune many dayes together with great applause. Written by J.D. Gent."
A04794,1577,0,2,"Kendall, Timothy, fl. 1577.","Flovvers of epigrammes, out of sundrie the moste singular authours selected, as well auncient as late writers. Pleasant and profitable to the expert readers of quicke capacitie: by Timothe Kendall, late of the Vniuersitie of Oxford: now student of Staple Inne in London"
A35295,1675,0,2,"Crown, Mr. (John), 1640?-1712.",The prologue to Calistho with the chorus between the acts.
A62506,1700,0,2,Author of the Carmen natalitium.,Thrænodium Britannicum a funeral poem to the memory of William Duke of Glocester / by the author of The carmen natalitium.
A56418,1648,0,2,Mercurius Elenticus.,"The Parliament mended or ended, or, A philter and halter for the two Houses prescribed by their Doctor Mercurius Elenticus."
A62508,1698,0,2,,Threnodium Apollinare. To the memory of the right honourable Philip late Earl of Leicester
B02872,1700,0,2,"Dykes, Oswald, 1670?-1728.","Good manners for schools, or, A paraphrase upon qui mihi, &c. Done into English verse by O. Dykes, for the use of the grammar-school at the Academy in Chancery-Lane."
A34271,1683,0,2,,"A Congratulation of the Protestant-joyner to Anthony, King of Poland upon his arrival in the lower world"
A12285,1545,0,2,"Skelton, John, 1460?-1529.",Here after foloweth a litel boke called Colyn Cloute compyled by mayster Skelton poete Laureate..
